Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Start Date,End Date,Time,Location,Instructor,Total,Seats Remaining,Has WL,Units,
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","18870","Percussion (PERCUSS) Open Sections"," 240","286","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Kocher","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","19623","Percussion (PERCUSS) Open Sections"," 240","287","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Gramley","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","22305","Percussion (PERCUSS) Open Sections"," 240","289","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Ovalle","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16056","Percussion (PERCUSS) Open Sections"," 339","279","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Gould","  25","  25","N","2.00-6.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","18372","Percussion (PERCUSS) Open Sections"," 339","283","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Sherwood","  25","  25","N","2.00-6.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","18871","Percussion (PERCUSS) Open Sections"," 339","286","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Kocher","  25","  25","N","2.00-6.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","19624","Percussion (PERCUSS) Open Sections"," 339","287","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Gramley","  25","  25","N","2.00-6.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16057","Percussion (PERCUSS) Open Sections"," 340","279","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-6.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16066","Percussion (PERCUSS) Open Sections"," 423","279","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16067","Percussion (PERCUSS) Open Sections"," 424","279","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Gould","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16068","Percussion (PERCUSS) Open Sections"," 425","279","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16069","Percussion (PERCUSS) Open Sections"," 426","279","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15657","Percussion (PERCUSS) Open Sections"," 439","279","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-6.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15658","Percussion (PERCUSS) Open Sections"," 440","279","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-6.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","23844","Percussion (PERCUSS) Open Sections"," 488","001","Percussion Lit","SEM","PI ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Gramley","   2","   2","N","3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15659","Percussion (PERCUSS) Open Sections"," 500","279","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-6.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15660","Percussion (PERCUSS) Open Sections"," 527","279","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15661","Percussion (PERCUSS) Open Sections"," 528","279","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15655","Percussion (PERCUSS) Open Sections"," 539","279","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-6.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","18383","Percussion (PERCUSS) Open Sections"," 539","283","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-6.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","19634","Percussion (PERCUSS) Open Sections"," 539","287","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-6.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","22942","Percussion (PERCUSS) Open Sections"," 539","289","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-6.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15656","Percussion (PERCUSS) Open Sections"," 540","279","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-6.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","31693","Percussion (PERCUSS) Open Sections"," 589","001","Percuss Lit II","LEC","PI ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Gramley","   4","   4","N","3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","12812","Piano (PIANO) Open Sections"," 110","001","Performance","REC","P R","M","T","W","TH","","","","01/03/2018","04/17/2018","830-930AM","61 SM","","  12","  12","Y","2.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15788","Piano (PIANO) Open Sections"," 139","104","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15790","Piano (PIANO) Open Sections"," 139","108","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15789","Piano (PIANO) Open Sections"," 139","126","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15791","Piano (PIANO) Open Sections"," 139","129","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15782","Piano (PIANO) Open Sections"," 140","104","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15786","Piano (PIANO) Open Sections"," 140","105","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15784","Piano (PIANO) Open Sections"," 140","108","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15783","Piano (PIANO) Open Sections"," 140","126","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15785","Piano (PIANO) Open Sections"," 140","129","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","17392","Piano (PIANO) Open Sections"," 205","001","Performance","REC","PI ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","","   4","   4","Y","2.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15798","Piano (PIANO) Open Sections"," 219","104","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15800","Piano (PIANO) Open Sections"," 219","108","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15799","Piano (PIANO) Open Sections"," 219","126","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15801","Piano (PIANO) Open Sections"," 219","129","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15793","Piano (PIANO) Open Sections"," 220","104","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16531","Piano (PIANO) Open Sections"," 220","105","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","24707","Piano (PIANO) Open Sections"," 220","106","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15795","Piano (PIANO) Open Sections"," 220","108","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15794","Piano (PIANO) Open Sections"," 220","126","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15796","Piano (PIANO) Open Sections"," 220","129","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15777","Piano (PIANO) Open Sections"," 221","104","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15779","Piano (PIANO) Open Sections"," 221","108","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15778","Piano (PIANO) Open Sections"," 221","126","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15780","Piano (PIANO) Open Sections"," 221","129","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15772","Piano (PIANO) Open Sections"," 222","104","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15774","Piano (PIANO) Open Sections"," 222","108","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15773","Piano (PIANO) Open Sections"," 222","126","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15775","Piano (PIANO) Open Sections"," 222","129","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15761","Piano (PIANO) Open Sections"," 239","104","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15763","Piano (PIANO) Open Sections"," 239","108","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15762","Piano (PIANO) Open Sections"," 239","126","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15764","Piano (PIANO) Open Sections"," 239","129","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15766","Piano (PIANO) Open Sections"," 240","104","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15770","Piano (PIANO) Open Sections"," 240","105","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15768","Piano (PIANO) Open Sections"," 240","108","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15767","Piano (PIANO) Open Sections"," 240","126","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15769","Piano (PIANO) Open Sections"," 240","129","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15714","Piano (PIANO) Open Sections"," 339","104","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15716","Piano (PIANO) Open Sections"," 339","108","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15715","Piano (PIANO) Open Sections"," 339","126","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15717","Piano (PIANO) Open Sections"," 339","129","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15725","Piano (PIANO) Open Sections"," 340","104","Performance","IND","PI ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
